263644  , -192002     , array([ 0.471826   ,  0.0154651  ,  0.00167457 ,  0.000162903,  0.0893467  ])
264360  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264361  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264362  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264363  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264364  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264365  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264366  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264367  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264368  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264369  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264370  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264371  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264372  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264373  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264374  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264375  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264376  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264377  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264378  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264379  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264380  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264381  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264382  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264383  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264384  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264385  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264386  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264387  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264388  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264389  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264390  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264391  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264392  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264393  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264394  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264395  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264396  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264397  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264398  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264399  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264400  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264401  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264402  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264403  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264404  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264405  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264406  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264407  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264408  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264409  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264410  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264411  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264412  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264413  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264414  , -1632.5     , array([ 1.44012    ,  0.0677456  ,  6.28909e-28,  4.2619e-41 ,  0.0242559  ])
264415  , -1632.45    , array([ 1.43696    ,  0.0679679  ,  6.13913e-28,  4.02056e-41,  0.0243093  ])
264416  , -1632.44    , array([ 1.43596    ,  0.0680386  ,  6.09227e-28,  3.94683e-41,  0.0243263  ])
264417  , -1632.44    , array([ 1.4356     ,  0.0680638  ,  6.07565e-28,  3.92086e-41,  0.0243323  ])
264418  , -1632.44    , array([ 1.43546    ,  0.0680738  ,  6.06907e-28,  3.91063e-41,  0.0243347  ])
264419  , -1632.44    , array([ 1.4354     ,  0.0680779  ,  6.06639e-28,  3.90645e-41,  0.0243357  ])
264420  , -1632.44    , array([ 1.43538    ,  0.0680796  ,  6.06528e-28,  3.90472e-41,  0.0243361  ])
264421  , -1632.44    , array([ 1.43537    ,  0.0680803  ,  6.06481e-28,  3.904e-41  ,  0.0243363  ])
264422  , -1632.44    , array([ 1.43536    ,  0.0680806  ,  6.06462e-28,  3.9037e-41 ,  0.0243363  ])
264423  , -1632.44    , array([ 1.43536    ,  0.0680807  ,  6.06454e-28,  3.90357e-41,  0.0243364  ])
264424  , -1632.44    , array([ 1.43536    ,  0.0680807  ,  6.0645e-28 ,  3.90352e-41,  0.0243364  ])
264425  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06449e-28,  3.9035e-41 ,  0.0243364  ])
